id_achado,id_transacao,id_regra,severidade,data_deteccao,status_achado,valor_em_risco,descricao
AC000443,TX000553,R001,Alta,2025-09-11,Aberto,3583.32,"Valor de R$ 13.583,32 acima da alçada do aprovador (Analista, limite R$ 10.000,00)."
AC000444,TX000554,R010,Alta,2025-11-25,Aberto,25193.6,Pagamento a fornecedor sinalizado como parte relacionada.
AC000445,TX000555,R003,Alta,2026-03-30,Aberto,34284.71,Solicitante e aprovador são o mesmo colaborador.
AC000446,TX000556,R009,Média,2026-06-01,Aberto,778.76,"Brinde/hospitalidade de R$ 1.778,76 acima do teto de R$ 1.000,00."
AC000447,TX000560,R003,Alta,2026-03-20,Em análise,1824.57,Solicitante e aprovador são o mesmo colaborador.
AC000448,TX000565,R003,Alta,2026-02-16,Em análise,25981.85,Solicitante e aprovador são o mesmo colaborador.
AC000449,TX000566,R005,Alta,2025-10-09,Resolvido,18106.91,Fornecedor com situação cadastral irregular na due diligence.
AC000450,TX000568,R005,Alta,2026-04-27,Resolvido,45235.99,Fornecedor com situação cadastral irregular na due diligence.
AC000451,TX000568,R010,Alta,2026-04-27,Aberto,45235.99,Pagamento a fornecedor sinalizado como parte relacionada.
AC000452,TX000569,R005,Alta,2026-01-12,Em análise,5202.12,Fornecedor com situação cadastral irregular na due diligence.
AC000453,TX000570,R005,Alta,2025-09-22,Resolvido,3587.39,Fornecedor com situação cadastral irregular na due diligence.
AC000454,TX000571,R008,Baixa,2025-12-23,Aberto,0.0,Lançamento sem categoria de despesa.
AC000455,TX000572,R008,Baixa,2025-10-01,Em análise,0.0,Lançamento sem categoria de despesa.
AC000456,TX000574,R008,Baixa,2026-04-06,Resolvido,0.0,Lançamento sem categoria de despesa.
AC000457,TX000577,R001,Alta,2026-05-11,Aberto,33816.3,"Valor de R$ 83.816,30 acima da alçada do aprovador (Coordenador, limite R$ 50.000,00)."
AC000458,TX000577,R003,Alta,2026-05-11,Em análise,83816.3,Solicitante e aprovador são o mesmo colaborador.
AC000459,TX000577,R005,Alta,2026-05-11,Em análise,83816.3,Fornecedor com situação cadastral irregular na due diligence.
AC000460,TX000580,R005,Alta,2026-05-26,Em análise,28778.59,Fornecedor com situação cadastral irregular na due diligence.
AC000461,TX000581,R004,Baixa,2025-08-17,Aberto,0.0,Pagamento liquidado em domingo.
AC000462,TX000587,R001,Alta,2025-12-27,Aberto,23566.78,"Valor de R$ 73.566,78 acima da alçada do aprovador (Coordenador, limite R$ 50.000,00)."
AC000463,TX000587,R002,Alta,2025-12-27,Falso positivo,73566.78,"Pagamento de R$ 73.566,78 a fornecedor sem contrato vigente (acima do limite de R$ 50.000,00)."
AC000464,TX000587,R004,Baixa,2025-12-27,Falso positivo,0.0,Pagamento liquidado em sábado.
AC000465,TX000587,R005,Alta,2025-12-27,Resolvido,73566.78,Fornecedor com situação cadastral irregular na due diligence.
AC000466,TX000587,R008,Baixa,2025-12-27,Aberto,0.0,Lançamento sem categoria de despesa.
AC000467,TX000588,R002,Alta,2025-08-16,Aberto,196388.8,"Pagamento de R$ 196.388,80 a fornecedor sem contrato vigente (acima do limite de R$ 50.000,00)."
AC000468,TX000588,R004,Baixa,2025-08-16,Aberto,0.0,Pagamento liquidado em sábado.
AC000469,TX000590,R010,Alta,2026-05-14,Resolvido,6449.19,Pagamento a fornecedor sinalizado como parte relacionada.
AC000470,TX000594,R004,Baixa,2026-04-18,Aberto,0.0,Pagamento liquidado em sábado.
AC000471,TX000595,R010,Alta,2026-05-23,Aberto,422.46,Pagamento a fornecedor sinalizado como parte relacionada.
AC000472,TX000596,R001,Alta,2025-10-03,Em análise,1534.56,"Valor de R$ 11.534,56 acima da alçada do aprovador (Analista, limite R$ 10.000,00)."
AC000473,TX000596,R003,Alta,2025-10-03,Aberto,11534.56,Solicitante e aprovador são o mesmo colaborador.
AC000474,TX000600,R010,Alta,2026-01-23,Em análise,30648.17,Pagamento a fornecedor sinalizado como parte relacionada.
AC000475,TX000601,R004,Baixa,2025-08-03,Aberto,0.0,Pagamento liquidado em domingo.
AC000476,TX000601,R006,Média,2025-08-03,Em análise,48748.75,"Possível fracionamento: 4 pagamentos ao mesmo fornecedor em 10 dias somando R$ 192.473,47."
AC000477,TX000602,R006,Média,2025-08-05,Resolvido,46537.92,"Possível fracionamento: 4 pagamentos ao mesmo fornecedor em 10 dias somando R$ 192.473,47."
AC000478,TX000603,R006,Média,2025-08-07,Aberto,47988.67,"Possível fracionamento: 4 pagamentos ao mesmo fornecedor em 10 dias somando R$ 192.473,47."
AC000479,TX000604,R004,Baixa,2025-08-09,Aberto,0.0,Pagamento liquidado em sábado.
AC000480,TX000604,R006,Média,2025-08-09,Aberto,49198.13,"Possível fracionamento: 4 pagamentos ao mesmo fornecedor em 10 dias somando R$ 192.473,47."
AC000481,TX000605,R006,Média,2025-11-04,Aberto,24662.93,"Possível fracionamento: 3 pagamentos ao mesmo fornecedor em 10 dias somando R$ 79.885,61."
AC000482,TX000605,R007,Alta,2025-11-04,Aberto,24662.93,"Pagamento de R$ 24.662,93 ao mesmo fornecedor repetido na semana."
AC000483,TX000606,R006,Média,2025-11-06,Em análise,24662.93,"Possível fracionamento: 3 pagamentos ao mesmo fornecedor em 10 dias somando R$ 79.885,61."
AC000484,TX000606,R007,Alta,2025-11-06,Resolvido,24662.93,"Pagamento de R$ 24.662,93 ao mesmo fornecedor repetido na semana."
